,sentiment,vi_review
1036,positive,tuyệt vời
1037,positive,yêu việt nam
1038,positive,tự hào việt nam
1039,positive,đẹp
1040,positive,đẹp hào hùng
1041,positive,dân tộc việt nam ngắn gọn 8 chữ .... đoàn kết 🇻 🇳 🇻 🇳 🇻 🇳 🇻 🇳 🌹 🌹 🌹 ❤ ❤ ❤ 👏 👏 👏
1042,positive,màn hình đt mà còn rạo rực . tự hào việt nam ❤
1043,positive,dep mê 🥰 🥰
1044,positive,việt nam tim
1045,positive,tôy fl tiktok
1046,positive,tuyệt vời
1047,positive,đẹp
1048,positive,❤ 🥰 đẹp
1049,positive,sịn 🥰 🥰
1050,positive,nice job
1051,positive,tự hào con cháu lạc hồng
1052,positive,mong đất nước phát triển <someone> . mong đc hình bác . iu vn tự hào người dân vn 🥰 🥰
1053,positive,viêt nam đẹp <someone>
1054,positive,tuyệt vời việt nam 🥰
1055,positive,trọn vẹn . giá ảnh 🥰 🥰 🥰
1056,positive,việt nam rực rỡ 🤩
1057,positive,cảm giác vỡ òa hình ảnh quen thuộc hình ảnh hào hùng đất nước ta hiện . yêu lắm việt nam ❤ ️
1058,positive,nice
1059,positive,thương ☘ ️ vk
1060,positive,wow
1061,positive,hình bác hồ . hoàn hảo 🥰 . mong hình ảnh
1062,positive,đẹp ý nghĩa
1063,positive,"gửi cô chú anh chị ngày đêm miệt mài ý tưởng tết drone , muố 😭"
1064,positive,chào
1065,positive,đẹp 😱
1066,positive,giỏi
1067,positive,đẳng cấp
1068,positive,lễ hội ánh sáng hà nội 😳
1069,positive,màn hình điện thoại dưói k kém drone 😄
1070,positive,đẹp 🥰
1071,positive,tự hào người dân việt nam
1072,positive,đẹp mê ly lun ❤ ️
1073,positive,tự hào lắm vn
1074,positive,m chiếu video chiếu dời đô học sinh tiết học khóc rưng rức .
1075,positive,xinh nha
1076,positive,để ý ánh sáng đt
1077,positive,"yêu đất nước việt nam , phát triển mạnh mẽ , 🥰 🥰 🥰"
1078,positive,wou đẹp
1079,positive,công nhận màn trình diễn đẹp m video 😁
1080,positive,taht's great
1081,positive,mở màn chiếu dời đô đỉnh quá sức tưởng tượng
1082,positive,online mà còn nổi da gà . huống chi đc 👍
1083,positive,đẹp . ko bit đẹp ko
1084,positive,đẹp kì công
1085,positive,"tuyệt vời , việt nam 👍"
1086,positive,tự hào vô cùng 🥰
1087,positive,ui xịn 🥰
1088,positive,chất
1089,positive,yêu việt nam 🥰 🥰
1090,positive,tuyệt vời
1091,positive,dep z
1092,positive,trời tự hào luônnn 🥺 🥺 😭 🙈
1093,positive,"việt nam . rồng khát vọng vươn , chúc đất nước <someone> ấm no . nhân dân hạnh phúc 🥰 🥰 🥰 🥰"
1094,positive,tự hào 🥰
1095,positive,đẹp lắm
1096,positive,đẹp quâ . hoài
1097,positive,hạnh phúc sinh mảnh đất hình chữ s
1098,positive,đẹp 🥰
1099,positive,đẹp
1100,positive,🥰 b video 🥰
1101,positive,chữ đẹp 🥰
1102,positive,phí phạm thoi gian 1
1103,positive,vội vàng ý viết ko thói quen hihi
1104,positive,cực kỳ hữu ích tuyệt vờiiii
1105,positive,cám ơn
1106,positive,quyển sách <someone> 😂
1107,positive,🥰 🥰 🥰
1108,positive,"dịch 2 , cỏ ko mọc nổi"
1109,positive,cám ơn
1110,positive,dịch anh chị lỡ kế hoạch k
1111,positive,cố
1112,positive,parkjiyeon380 nè
1113,positive,30 đọc sách
1114,positive,trucdao04020
1115,positive,216526593 sam nè sam
1116,positive,2182513889
1117,positive,"sống đc . suy nghĩ , tương lai kái 😁"
1118,positive,a
1119,positive,tui buồn o đầu nv1 😭 😭
1120,positive,tỏ lòng biết ơn .
1121,positive,tuyệt vời 🥰 🥰 🙌
1122,positive,happy birthday to me 11/10
1123,positive,phong tran chúc mừng sn zai
1124,positive,minh sad bt hôm bay j 😞
1125,positive,ngocanh.odessa chúc m mãi hạnh phúc 🥰 🥰
1126,positive,trang thuy 🐼 linnh 🐳 happy birthday 2 tình yêu 🫶 🏻
1127,positive,nguyen thu hỉ
1128,positive,chúc mừng sinh nhật gái iu vấu 25 th2
1129,positive,chuc mung sinh nhat
1130,positive,balan 🇻 🇳 🇵 🇱 chúc mừng sinh nhật e trai . <someone> vui vẻ
1131,positive,chúc mừng sinh nhật 🥰
1132,positive,dieanh2 7/2 sn e hả 😳 chết tiệt 😰 🥶 😨 chúc mừng sn muộn 🙈 🌸 ❤ ️ ❤ ️ ❤ ️ 🌸 ❤ ️ 🥳 ❤ ️ 🥳 🌸 ❤ ️ ❤ ️ ❤ ️ 🎂 👑 👑
1133,positive,🥰 🥰 🥰 happy birthday 🎂
1134,positive,chúc e sinh nhật vui vẻ
1135,positive,happy birthday to me 18/10
1136,positive,sinh nhật á 11/01 🥰 🥰
1137,positive,suongnguyen214 sinh nhat vui ve nha mommy 😋
1138,positive,hôm nay sinh nhật 60 chúc cố gắng
1139,positive,13/3 hôm nay sinh nhật . buồn 30 tổ chức sinh nhật .
1140,positive,<someone> 05 chúc sn 🥰
1141,positive,vieey30th1 sinh nhật vui vẻ 🎂
1142,positive,26/2 mấy hpbd đi
1143,positive,happy brithday
1144,positive,quyền happy bither day
1145,positive,hôm nay sinh nhật 🥰
1146,positive,tuệ phúc mỹ 📿 🙇 🏻 ‍ ♀ ️ chúc mừng sinh nhật nhaa 🙆 ‍ ♂ ️
1147,positive,toan21 . 02 sinh nhật vui vẻ nha ..
1148,positive,đức vượng 😘 đừng bực mất vui
1149,positive,huy happy birthdayyyyyyy ❤ ️
1150,positive,happy birthday today
1151,positive,psittmin happy birthday par paing sitt min
1152,positive,eugene stanley birthday to you dad 💍 ♾ 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳
1153,positive,happy birthday to you n me 🥰 🥰 🥰
1154,positive,🎉 🎊 aya aya 🎉 🎊
1155,positive,flex_killua69 bonne anniv
1156,positive,happy birthday who are celebrating happy birthday today ♥ ️ ♥ ️ ♥ ️ ţọŏn
1157,positive,ꮧꮒꮇꮛꮄ ꮶꭵꮑꮆ 😋 happy birthday to you ✌ ️
1158,positive,ein meisterwerk 😂
1159,positive,🧸 çapkene 🧸 edhe 💯 embelsir klb sot drit zoti te plocoft cdo deshir 🙏 🧸 cristal 🧸 💐 💐 💐 💐 🫂 🫂 🫂 ❤ ️ ❤ ️ ❤ ️
1160,positive,ᴀꜱɪᴍ qᴜʀᴇꜱʜɪ 👣 ..... 🥰 ..... 🥰 ..... 🥰 ..... 🥰 happy birthday bro .... 🥰 stay blessed and happy 🥰 .... .... hbd .....
1161,positive,happy birthday to me
1162,positive,happy birthday god bless 🌹 🌹 🌹
1163,positive,sisi happy birthday xx
1164,positive,happy birthday to me
1165,positive,le 26 octobre 🥰 🥰 🥰
1166,positive,happy birthday to me 2/10
1167,positive,happy birthday to miiiiiii ❤
1168,positive,happy birthday to me 10-1 🥳 🥳 🥳
1169,positive,happy birhtday god bless u
1170,positive,happy birthday to you to 🎂 💛 ❤ ️ 💓
1171,positive,tara shahi happy birthday maya
1172,positive,happy birthday 🎂 🥳 🎉 🎈 🎁
1173,positive,🫀 br_ok_rn 💔 happy birthday to you vai 😘 😘 ❤ ️ ❤ ️
1174,positive,soe__moe happy birthday to you bro ❤ ❤ ❤ 🎂 🎊
1175,positive,my birthmonth is coming 🥰 💝 🤲 thank you lord 🙏
1176,positive,happy birthday
1177,positive,rasha talaat 14/2
1178,positive,happy birthday to me ❤ ️
1179,positive,sad depi kounyea map komanse diw happy birthday mi amor 🥳 🥳
1180,positive,waaahhhh bertepatan sama ultahku ..... selamat tiktok makin maju jaya
1181,positive,sophie happy birthday
1182,positive,happy birthday 🎂
1183,positive,emyemy tut mir leid dass ich nicht dabei sein kann muss jetzt los by
1184,positive,alhamdulillah .. selamat hari jadi yg bln dan hari ini doa terbaik untukmu .. aamiin yarobbal alamiin 🤲 🙂
1185,positive,happy birthday 🎂
1186,positive,ryan ✔ birthday mrr happy pr sey 🤪
1187,positive,22 octobre slvp
1188,positive,happy birthday to you n me 🥰 🥰 🥰 🥰 🥰 🎂 🎂 🥳 🥳
1189,positive,happy birthday to you frend
1190,positive,happy birth day
1191,positive,happy birthday 🥰 🥰 🥰
1192,positive,🌟 🎧 happy early birthay because i might get banned in tik ☺ ️
1193,positive,hbd . q tgl 10 oktober
1194,positive,happy birthday to those celebrating today . i rep 6 oct
1195,positive,happy birthday 2 you 🎉 🎂 🎉 🎂
1196,positive,happy birthday to me 😂
1197,positive,happy birthday
1198,positive,happy birthday ❤ ❤ ❤ ❤
1199,positive,le 20 juin moi
1200,positive,le 28 octobre
1201,positive,happy birthday to you 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳
1202,positive,happy birthday 🥰 🥰
1203,positive,le 1 octobre
1204,positive,happy birthday color mini 🥳
1205,positive,assalamualaikum slm tq 3 temen2 yg baik hati met pagi
1206,positive,auguri 🥰 🥰
1207,positive,la mulți ani sănătoși și fericiți alături de cei dragi . . 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳
1208,positive,my birthday is today 🥰
1209,positive,happy birthday 🥰
1210,positive,chúc 2 trăm năm hạnh phúc
1211,positive,cchat toàn đẹp . c phụng c thúy đoàn 🥰
1212,positive,sắc hương trời én nhạn sa.minh phụng đẹp mấy thua vợ ta ...
1213,positive,"cô dâu showbit ko ae , đẹp ca sỹ người mẫu ( ý kiến )"
1214,positive,cô dâu xinh giống á hậu tú
1215,positive,meo meo dancer kbiet
1216,positive,lắm in4 váy cưới k
1217,positive,rễ phúc 3 đời 🥰
1218,positive,cố gắng naod dc vợ xinh ntn
1219,positive,khúc đầu cười tui tưởng quỳnh meomeo bả ck hok á tr 😅
1220,positive,mua đồ minh phụng
1221,positive,hu vọng cô dâu chung tình bì lay động phù phím .
1222,positive,"phụng xinh , chúc 2 trăm năm hp"
1223,positive,rễ k đẹp gia vs chả đại gia 🥲
1224,positive,"xấu cuộc đời , đẹp cưới 🥰"
1225,positive,"trang điểm 50 đẹp , t đẹp bt mấy :))"
1226,positive,hoa hậu bao h đi cô dâu xinh đẹp 😂
1227,positive,"xinh thâth ngưỡng mộ , tiếc mk bất hạnh"
1228,positive,cô dâu xinh
1229,positive,cô dâu xinh
1230,positive,"uầy váy cưới i chang ,"
1231,positive,"xinh chê , mặt phúc hậu"
1232,positive,dau xinh
1233,positive,chúc 2 trăm năm hạnh phúc
1234,positive,🍓 dễ thương khuôn mặt phúc hậu ... gái trai mong ước
1235,positive,"b chụp rosara ( k viết k ) r live cchat , xinh yêu dã man"
1236,positive,ngang cô dâu 😂
1237,positive,cô dâu xinh tr 🥰
1238,positive,cô dâu xinh 🥰
1239,positive,"cô dâu dể đẹp đôi nè , xinh tóa"
1240,positive,m mẹ cô dâu đẹp <3
1241,positive,cô dâu dễ thương
1242,positive,cô dâu mặt phúc hậu 😍
1243,positive,cô dâu xinh đẹp tài năng sướng chú rể
1244,positive,cô dâu k chồng giàu cô dâu tình yêu đời ngưỡng mộ cô dâu 🥰
1245,positive,e chú rể <someone> phúc hậu . chúc hai mãi hp nè
1246,positive,cô dâu xinh tươi 🥰 . hoan hỉ gái đc hạnh phúc
1247,positive,xinh trời cô dâu đẹp
1248,positive,cô dâu xinh ❤ ️
1249,positive,ng đẹp 🥰 🥰 🥰
1250,positive,cô dâu xinh
1251,positive,chú rể giàu lắm . cô dâu xinh mẹ .
1252,positive,cô dâu mặt phúc hậu
1253,positive,"trời , cô dâu xinh xỉu trời"
1254,positive,mặt cô dâu phúc hậu ghê 🥰
1255,positive,cô dâu đeo vàng đẹp dễ thương cười tươi đẹp
1256,positive,bt . cô dâu chẳng đẹp
1257,positive,cô dâu xinh 🌷 🌷 🌷
1258,positive,tổ chức tiệc cưới bn mn
1259,positive,xinh dã man
1260,positive,cô dâu xinh
1261,positive,e xin vía cô dâu xinh
1262,positive,vía cô dâu xinh đẹp cưới
1263,positive,chúc mừng hai hạnh phúc .
1264,positive,vía dám cưới đẹp cô dâu ❤ ️ ❤ ️
1265,positive,u mê cô dâu 😍
1266,positive,chúc 2 bn tỉ hạnh phúc
1267,positive,shinnosukem t xinh = c k
1268,positive,"huỳnh nhựt lâm tâm sinh tướng , nét ko xuất sắc toát thần thái xinh đẹp"
1269,positive,đẹp ngta
1270,positive,phụ hồ mấy trăm năm cưới vk xinh dễ thương ntn 🥺
1271,positive,khổ rễ r ... vợ đẹp vợ ng ta 😂
1272,positive,ck k giàu :)))
1273,positive,xinh đẹp k may mắn chồng 😘 😘 😘
1274,positive,mk chú rể đẹp
1275,positive,dâu đẹp hip smile
1276,positive,cô dâu xinh
1277,positive,xinh đẹp
1278,positive,đẹp
1279,positive,dể hời
1280,positive,cưới
1281,positive,trông elsa 😅
1282,positive,xinh ới
1283,positive,nhảy bar
1284,positive,cuộc đời thằng đàn ông <someone> 50
1285,positive,mặt tròn trịa … phúc hậu trời 🥰
1286,positive,xinh
1287,positive,j mb
1288,positive,tuyệt phẩm
1289,positive,hạnh phúc 🥰 🥰
1290,positive,tiền sướng .
1291,positive,xinh
1292,positive,xinh qá tr . phúc hậu . khểnh duyên duyên 🥰 🥰 🥰
1293,positive,ưng 🥰 🥰
1294,positive,xinh đẹp
1295,positive,🫶 🏻 xênh zãi
1296,positive,hạnh phúc
1297,positive,xinh
1298,positive,xinh
1299,positive,đẹp
1300,positive,xinh
1301,positive,cô dâu xinh 🥰
1302,positive,cô dâu xinh ❤ ️
1303,positive,cô dâu xinh 🥰 🥰
1304,positive,cô dâu thg 🥰
1305,positive,cô dâu hót tiktok người mẫu ảnh ck ko giầu bố mẹ chàng trai sở hữu tiệm vàng to đà nẵng
1306,positive,j nhứt trần gian dử zay đẹp
1307,positive,"duyên , 1 duyên-99 giàu 🥺"
1308,positive,vẻ đep kiểu ngọt ngào
1309,positive,đi độc bận chông mỏi hihi
1310,positive,vía ❣ ️ ❣ ️
1311,positive,tiếc . 😂
1312,positive,phúc hậu đấây
1313,positive,❤ thiên hạ
1314,positive,việt chinh_18 nz cưới nha vk iu 😚 😘 😘
1315,positive,😄 gái đẹp mê
1316,positive,tuyệt vời 👏 👏
1317,positive,vía 🥰
1318,positive,tiền
1319,positive,thế này bảo nghèo lắm : ( nghèo ntn
1320,positive,bé xinh
1321,positive,đẹp e
1322,positive,chẳng . pit chúc mãi hạnh phúc 💝 💝 💝
1323,positive,xinh kiểu phúc hậu
1324,positive,xinh đẹp
1325,positive,ng iu tui đc 😁
1326,positive,đẹp
1327,positive,giàu cầu hôn cô dubai 🤣
1328,positive,xinh vai
1329,positive,xinh 🥰
1330,positive,xinh 🥰
1331,positive,nét gái hàn quốc
1332,positive,đẹp ng đẹp
1333,positive,nho xanh c xinh thiên hạ r
1334,positive,đẹp hoa hậu
1335,positive,thiên hạ <someone> . vợ 😘 😘
1336,positive,vợ đẹp vợ ngta 😅 😂
1337,positive,xinh vãi
1338,positive,xinh chúc 2 hạnh phúc
1339,positive,nhật ❤ ♥ ️
1340,positive,xinh đẹp 😍 😍 😍 😍
1341,positive,cô dâu xinh 😍
1342,positive,nam music c kêu o cưới xin j ở vậy 😂 😂 😂
1343,positive,<someone> ck
1344,positive,"trọn vẹn chữ tâm , chữ tình , thương"
1345,positive,chúc mừng chú rể
1346,positive,cô dâu xinh duyên dáng lắm
1347,positive,❤ ️ ❤ ️ ❤ ️ hp hai đẹp nắm
1348,positive,chúc mừng
1349,positive,cô dâu xinh ❤ ️ ❤ ️
1350,positive,mặc đồ cchat nè
1351,positive,thúy đoàn chồng . cchat xinh đẹp hạnh phúc
1352,positive,"cô dâu xinh , chúc 2 e mãi hạnh phúc ❤ ️ ❤ ️ ❤ ️"
1353,positive,cchat toàn cực phẩm
1354,positive,cô dâu xinh wa 🥰 chúc 2 hạnh phúc
1355,positive,chúc 2 trăm năm hạnh phúc 🥰
1356,positive,cười duyên
1357,positive,cô dâu xinh
1358,positive,bảo quen quen . cchat 😘
1359,positive,cchat toàn mẫu xinh . linh
1360,positive,c live quần áo cchat k
1361,positive,m b quen k mẫu cchat
1362,positive,xinh đẹp tuyệt vời
1363,positive,🥰 🥰 🥰 chuc hai trăm năm hạnh phúc
1364,positive,cô dâu xinh 👍
1365,positive,kiếp kiếp đẹp 🥰 🥰
1366,positive,bé mèo puma
1367,positive,cô dâu xinh phúc hậu ❤
1368,positive,cô dâu đẹp ❤ ️
1369,positive,cô dâu mặt phúc hậu
1370,positive,váy cô dâu xinh
1371,positive,cô dâu xinh lắm
1372,positive,t t <someone> t … 🦁
1373,positive,yeu
1374,positive,trang e ý k nổi . xinh thât sự . meeeeee
1375,positive,trang điểm đỉnh
1376,positive,đẹp 🥰
1377,positive,hưởng vk đẹp
1378,positive,xinh vai
1379,positive,chúc anh chị trăm năm hạnh phúc
1380,positive,vẻ đẹp phúc hậu 😍
1381,positive,xinh wa
1382,positive,thành tâm xin vía đám cưới
1383,positive,xinh đấy
1384,positive,cô dâu xinh ❤
1385,positive,mẹ cô dâu xuất sắc ❤ ️
1386,positive,nụ cười xinh 🥰
1387,positive,trộm vía xinh đẹp cô dâu
1388,positive,cô dâu đẹp 🥰
1389,positive,cô dâu xinh nhìn thánh thiện ❤ ️
1390,positive,cô dâu đẹp
1391,positive,cô dâu xinh đẹp 😊
1392,positive,đẹp trời .
1393,positive,chúc mừng hạnh phúc chúc mừng hạnh phúc thành đạt
1394,positive,mekup
1395,positive,xênh
1396,positive,ui xinh dã mannnnnnnn ❤ ️
1397,positive,"chúc mừng 2 , đẹp đôi nè 🥰"
1398,positive,xinh hoa hậu
1399,positive,cô dâu
1400,positive,cô dâu đẹp chúc mừng hạnh phúc 🥰 🥰 ❤ ️
1401,positive,chúc ac đời hp ☺ ️ ☺ ️ thành tâm xin vía 2024 😊 😊
1402,positive,chú rể tiệm vàng ngọc thịnh nổi tiếng đà nẵng nè
1403,positive,dep
1404,positive,cô dâu đẹp trời
1405,positive,cô dâu xinh hoài 😘
1406,positive,cuộc đời gái đẹp mãi . ko ngày mai .
1407,positive,cô dâu xinh 👍 👍 👍
1408,positive,"cô dâu xinh , mặc váy xinh 😍"
1409,positive,hoa đẹp 🥰 🥰
1410,positive,🥰 đẹp
1411,positive,đường đẹp .
1412,positive,tui ... tui chụp ảnh nguyên 1 🥰
1413,positive,hoa
1414,positive,ôi đẹp
1415,positive,🥰
1416,positive,tuyệt i 🥰 🥰 🥰 🥰 🥰 🥰 🥰
1417,positive,"đẹp lịm tim , yêu loài hoa"
1418,positive,ôi đẹp . bn
1419,positive,đẹp 🥰 🥰 🥰
1420,positive,quê vườn hoa 🌱
1421,positive,đẹp
1422,positive,hoa nè
1423,positive,mk hoa lắm
1424,positive,chill 🥰 🥰
1425,positive,đẹp hà 🥰 🥰 🥰 🥰 🥰
1426,positive,"đẹp , đường , đi dc ko nè ... hi"
1427,positive,đẹp 🥰
1428,positive,đẹp 😍
1429,positive,tuyệt đẹp ❤ ️ ❤ ️ ❤ ️
1430,positive,"ơn tác giả tuyệt vời , cảnh đẹp , hát 🌷"
1431,positive,nhái đẹp
1432,positive,hoa nhaia xinh
1433,positive,😌 😌
1434,positive,đep
1435,positive,nguyễn thị hồng thương
1436,positive,đăng trả lời đăng
1437,positive,"tui ko việt nam ko đường , công viên hoa"
1438,positive,đẹp
1439,positive,đường nhái
1440,positive,cosmeas
1441,positive,😂 video
1442,positive,năng lương
1443,positive,. nhạc
1444,positive,cảnh đẹp vui tuyệt vời nè
1445,positive,năng lượng tích cực
1446,positive,kiều ngẩy phì cười yêu đời 😂
1447,positive,thiên nhiên tươi đẹp con người tràn đầy năng lượng
1448,positive,that la vui ve
1449,positive,bữa quảng bình
1450,positive,phố quê 🥰
1451,positive,🥰 yêu đời hẳn
1452,positive,cảm giác
1453,positive,nè
1454,positive,cảnh quê đẹp bình 💖 💖 💖 💖
1455,positive,mắc cười ta 😂 😂 😂 😂 😂 😂 😂 😂 😂
1456,positive,nhạc j b
1457,positive,tặng e quả tim
1458,positive,lúa mì đáu đẹp
1459,positive,yêu đời ghê
1460,positive,nhí nha nhí nhố
1461,positive,vui 🥰
1462,positive,cảnh đẹp
1463,positive,sáng tạo
1464,positive,nhạc
1465,positive,năng lượng tròn 🥹
1466,positive,phao câu giốnh dế cơm gáy 😄
1467,positive,ghét ghê á chời 😁
1468,positive,nv
1469,positive,phim mấy
1470,positive,trén lun
1471,positive,khâm phục a
1472,positive,tuyệt vời
1473,positive,nỗ lực đền đáp
1474,positive,k từ bỏ . cố gắng r dc đền đáp 🥰
1475,positive,<someone> <someone> 👋
1476,positive,thanh niên bám . ngửa tiền bố mẹ động lực nhé 🥺 😌 😌 😌
1477,positive,cố gắng tốt đẹp .
1478,positive,<someone> phi thường
1479,positive,chúc <someone>
1480,positive,khâm phục ngưỡng mộ e . chúc e khỏe <someone> tiến ước mơ mục tiêu 🥰
1481,positive,th ghê luon á troi
1482,positive,a nghi lực thật dáng khâm phục
1483,positive,mạnh mẽ gắn giỏi lắm
1484,positive,<someone> chúc may mắn khỏe
1485,positive,tuyệt vời . chúc sức khỏe lạc quan
1486,positive,quyết tâm
1487,positive,khát khao kết quả 🥰 🥰
1488,positive,<someone> phi thường
1489,positive,<someone> 🥰 tuyệt vời
1490,positive,trai <someone> 🥰 🥰
1491,positive,cố . khâm phục vô cùng 🥰 🥰 🥰 🥰
1492,positive,🌷 🌺 🌻 🌷 🌼 🌺 💐 🌸 🌹 💐 💐 🌼 🌺 🌷 🌻 💐 🌼 🌺 🌷 🌻 💐 🌹
1493,positive,1 gương trẻ bế tắc mệt nhọc
1494,positive,khâm phục <someone> 🥰 🥰 🥰 🥰 🥰
1495,positive,cố
1496,positive,cảm phục .
1497,positive,<someone> phi thường 💪 💪 💪 💪 💪
1498,positive,khâm phục
1499,positive,tuyệt vời cố ok 👍
1500,positive,giỏi kiên định
1501,positive,🥰 🥰 🥰 🥰 🥰
1502,positive,😳 😳 😳 😳 😳 😳 😳
1503,positive,tuyệt vời 🥰
1504,positive,🥰 🥰
1505,positive,chúc b sức khỏe na
1506,positive,k thể dx 😳
1507,positive,ban ơi ban phi thường
1508,positive,video ý nghĩa vô cùng ...
1509,positive,<someone> tuyệt vời 🥰
1510,positive,c lén 🥰
1511,positive,đc chay roi mung
1512,positive,<someone>
1513,positive,❤ ️ ❤ ️ ❤ ️ 🤗 🤗 🤗
1514,positive,ok chúc sức khỏe an lạc hạnh phúc
1515,positive,cảm phục rơi nước mắt
1516,positive,chúc a sức khỏe tiếp chặng dg
1517,positive,ý chí tuyệt vời chúc sức khỏe
1518,positive,1 cơ thể khỏe .
1519,positive,ngưỡng mộ ... e video
1520,positive,tuyệt vời con người <someone>
1521,positive,khâm phục 🥰
1522,positive,👍 👍 👍 👍 👍 👍 👍 👍
1523,positive,khâm phục chàng trai video
1524,positive,ngưỡng mộ lắm 🥰 🥰 🥰
1525,positive,tuyệt vời ( ngưỡng mộ )
1526,positive,thuong wa 🥰 🥰 🥰
1527,positive,<someone> a phi thường triệu like
1528,positive,công nghệ niềm tiếp hy vọng
1529,positive,"nghi lực , gắn , mạnh mẽ , kien tri kì tích , chúc sức khỏe 👍"
1530,positive,"nghi luc song that tuyet voi , co len"
1531,positive,ko tắt máy chạy k 😂
1532,positive,hát ko a 🥰 🥰 😁
1533,positive,"cố gắng giỏi , <someone> phi thường học hỏi nể phục lun"
1534,positive,"ý trí mạnh mẽ , cố gắng , quyết tâm <someone>"
1535,positive,"niềm , chúc <someone> mục tiêu ."
1536,positive,<someone> tuyệt vời
1537,positive,tuyệt vời
1538,positive,tuyệt vời khâm phục a
1539,positive,video co y nghia
1540,positive,cố
1541,positive,ng k tg 🥰 🥰 🥰
1542,positive,hát
1543,positive,khâm phục sự cố gắng
1544,positive,cãi tuyệt vời : ngưỡng mộ
1545,positive,t ' má ngta <someone> '
1546,positive,cố ta cuộc đời ta ngàn khóc . ta ngàn cười 🥰 🥰 🥰 🥰 👍 👍
1547,positive,động lực cố gắng . chúc <someone>
1548,positive,<someone> . chúc nhiêu sức khỏe may mắn
1549,positive,khâm phục cảm động
1550,positive,khâm phục
1551,positive,triệu 🥰 🥰 🥰 🥰
1552,positive,nghi luc
1553,positive,ko noi lun nghi luc
1554,positive,tuyệt vời . kính nể . đc cúi đầu khâm phục
1555,positive,cương cường
1556,positive,ngưỡng mộ nội lực
1557,positive,"ngừng nổ lực , quyết từ bỏ ."
1558,positive,ngưỡng mộ
1559,positive,may mắn đầy đủ bộ phận khỏe mạnh . khâm phục e
1560,positive,<someone> phi thường 🥰
1561,positive,khâm phục con người <someone> ♥ ️ ❤ ️ ❤ ️ ♥ ️ ♥ ️ ❤ ️
1562,positive,🥰 🥰 🥰 🥰 🥰 🥰 🥰
1563,positive,😇
1564,positive,tuyet voi
1565,positive,🥰 ban oi
1566,positive,cố gắng
1567,positive,khâm phục
1568,positive,🥰 tuyệt vời
1569,positive,ê
1570,positive,"thử thách , ý chí <someone> giúp"
1571,positive,❤ ❤
1572,positive,nhạc đc ko cám ơn
1573,positive,", 💪"
1574,positive,gắng
1575,positive,đẳng cấp 🥰
1576,positive,<someone> tiếp cuộc đời . chúc mạnh khỏe 🥰 🥰
1577,positive,tự tin yêu đời nhah 🥰 🥰 🥰
1578,positive,chúc sức khỏe
1579,positive,🥺
1580,positive,<someone> tuyệt vời 🥰
1581,positive,cố chàng trai
1582,positive,chúc sức khỏe
1583,positive,🥰 chuc ban that nhieu suc khoe nha
1584,positive,giày xấu ko xung quanh ko chân giày . bài học quý giá
1585,positive,chào a
1586,positive,👋 ❤ ❤ ❤
1587,positive,tuyệt vời ...
1588,positive,khâm phục ý chí .
1589,positive,nghi lực nha oi . chúc may mắn .
1590,positive,niềm gắng
1591,positive,"tuyệt vời lắm ,"
1592,positive,adidaphat 🙏 🙏 🙏
1593,positive,xúc động
1594,positive,"nghi lực , 😅 😅 😅"
1595,positive,lãng phí năng lượng 🥺 🥺 🥺 thức tỉnh
1596,positive,👍
1597,positive,lắm
1598,positive,vị đại
1599,positive,<someone> phi thường .
1600,positive,khâm phục a
1601,positive,nể 🌻 🌻 🌻 😊 🐸 🐉 🐉 🐉
1602,positive,day nghi luc luon ak
1603,positive,cảm m may mắn 🥺
1604,positive,.. chúc thành sức khỏe
1605,positive,phi thường mong khỏe
1606,positive,động lực nằm gia đình 🥰 🥰 🥰
1607,positive,1000 like
1608,positive,"nể phục bạn , chúc sk may mắn"
1609,positive,tuyệt vời 🥰 sức mạnh tồn tại khai phá 🥰
1610,positive,khâm phục
1611,positive,tàn ko phế khâm phục
1612,positive,💕 🙏 😊
1613,positive,hoàn hô
1614,positive,mạnh mẽ
1615,positive,chời ❤ ️ ❤ ️ 🥺
1616,positive,ne phuc thiet
1617,positive,🥰 🥰 🥰 🥰 🥰 🥰
1618,positive,a nhe 🥰 🥰 🥰
1619,positive,phi thường
1620,positive,nua nha
1621,positive,"ý nghĩa , khâm phục"
1622,positive,may mắn ..
1623,positive,cố gắng
1624,positive,👍 👍 👍 👍
1625,positive,khâm phục
1626,positive,chúc sức khỏe
1627,positive,cố
1628,positive,chuc sức khỏe
1629,positive,nam mô a di đà phật mạnh mẽ chúc may mắn sức khỏe nam mô a di đà phật nam mô dược sư <someone> quang lai
1630,positive,<someone> vô song
1631,positive,khâm phục nể a nghị lực qa
1632,positive,rat nguong mo a
1633,positive,🥰 🥰 🥰 🥰 🥰 🥰 🥰 🥰 🥰
1634,positive,ngưỡng mộ 🥰
1635,positive,khâm phục ý chí <someone> .
1636,positive,cố
1637,positive,adidaphat
1638,positive,cố 💪 💪 💪
